screen,depmap_id,lineage,lineage_subtype,is_male,primary_or_metastasis,age,replicate_id,p_dna_batch,n_genes
broad,ACH-000431,lung,SCLC,TRUE,metastasis,61,NCIH1694-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000514,lung,SCLC,TRUE,metastasis,67,NCIH1092-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000639,lung,SCLC,FALSE,metastasis,50,NCI-H211-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000695,lung,SCLC,TRUE,metastasis,67,CORL47-311Cas9_RepB_p5_batch3,3,18119
broad,ACH-000698,lung,SCLC,TRUE,primary,54,DMS53-311Cas9_RepA_p6_renamed_batch2,2,18119
broad,ACH-000767,lung,SCLC,TRUE,metastasis,55,NCI-H526-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000790,lung,SCLC,TRUE,primary,54,SHP77-311cas9_RepA_p5_batch3,3,18119
broad,ACH-000800,lung,SCLC,TRUE,metastasis,61,NCI-H446-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000866,lung,SCLC,FALSE,metastasis,NA,NCI-H1048-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000890,lung,SCLC,TRUE,primary,69,SW1271-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000912,lung,SCLC,FALSE,primary,57,NCI-H2286-311caa9_RepA_p6_batch3,3,18119
broad,ACH-000921,lung,SCLC,FALSE,metastasis,49,NCIH1339-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001386,lung,SCLC,TRUE,metastasis,46,SCLC22H-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001549,lung,SCLC,TRUE,primary,69,LU135-311cas9-RepA-p5_batch3,3,18119
broad,ACH-000206,lymphocyte,ATL,NA,NA,NA,C8166-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000190,lymphocyte,hodgkin_lymphoma,TRUE,NA,29,HDMYZ-311Cas9-RepA-P6_batch4,4,18119
broad,ACH-000702,lymphocyte,hodgkin_lymphoma,TRUE,NA,34,L1236-311cas9_RepA_p4_batch3,3,18119
broad,ACH-000754,lymphocyte,hodgkin_lymphoma,FALSE,NA,37,L428-311cas9-RepA-p4_batch4,4,18119
broad,ACH-001685,lymphocyte,hodgkin_lymphoma,TRUE,primary,23,UHO1-311cas9-RepA-p5_batch3,3,18119
broad,ACH-001134,lymphocyte,lymphoma_unspecified,NA,NA,NA,My-La-311cas9 Rep A p6_batch2,2,18119
broad,ACH-001197,lymphocyte,lymphoma_unspecified,TRUE,NA,NA,SMZ1-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-001677,lymphocyte,lymphoma_unspecified,TRUE,primary,59,U2904-311cas9_RepA_p4_batch3,3,18119
broad,ACH-001709,lymphocyte,lymphoma_unspecified,FALSE,primary,46,WSUNHL-311cas9-RepA-p6_batch4,4,18119
broad,ACH-002062,lymphocyte,lymphoma_unspecified,FALSE,primary,70,SLVL-311cas9-RepB-p6_batch4,4,18119
broad,ACH-000053,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,25,Karpas-299-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000124,lymphocyte,non_hodgkin_lymphoma,FALSE,primary,27,LY19_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000226,lymphocyte,non_hodgkin_lymphoma,FALSE,NA,5,SUP-M2-311Cas9 Rep A p4_batch3,3,18119
broad,ACH-000233,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,12,DEL-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-000271,lymphocyte,non_hodgkin_lymphoma,TRUE,metastasis,25,SU10_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000315,lymphocyte,non_hodgkin_lymphoma,FALSE,metastasis,73,KARPAS-422-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000334,lymphocyte,non_hodgkin_lymphoma,TRUE,metastasis,45,DB-311Cas9_RepA_p3_batch3,3,18119
broad,ACH-000365,lymphocyte,non_hodgkin_lymphoma,TRUE,metastasis,38,SUDHL4-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000371,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,52,RL-311cas9-RepA-p6_batch3,3,18119
broad,ACH-000398,lymphocyte,non_hodgkin_lymphoma,FALSE,NA,57,Ri1-311cas9_RepA_p6_batch4,4,18119
broad,ACH-000402,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,16,BL70-311cas9_RepB_p6_batch3,3,18119
broad,ACH-000583,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,NA,MC116-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000654,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,12,Raji-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-000656,lymphocyte,non_hodgkin_lymphoma,TRUE,metastasis,59,SU8_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-000660,lymphocyte,non_hodgkin_lymphoma,FALSE,primary,17,SU5_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000697,lymphocyte,non_hodgkin_lymphoma,FALSE,primary,NA,A3/KAW-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000773,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,15,Ki-JK-311cas9 Rep A p4_batch3,3,18119
broad,ACH-000914,lymphocyte,non_hodgkin_lymphoma,TRUE,NA,70,HT-311cas9_RepA_p4_batch3,3,18119
broad,ACH-000944,lymphocyte,non_hodgkin_lymphoma,FALSE,NA,3,NAMALWA-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001450,lymphocyte,non_hodgkin_lymphoma,TRUE,primary,29,Blue1-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001498,lymphocyte,non_hodgkin_lymphoma,FALSE,metastasis,NA,FARAGE-311cas9-RepAB-p6_batch4,4,18119
broad,ACH-001533,lymphocyte,non_hodgkin_lymphoma,TRUE,primary,NA,KARPAS1718-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001539,lymphocyte,non_hodgkin_lymphoma,FALSE,primary,28,KML1-311cas9-RepA-p4_batch3,3,18119
broad,ACH-001616,lymphocyte,non_hodgkin_lymphoma,TRUE,primary,56,OCILY18-311cas9-RepA-p5_batch3,3,18119
broad,ACH-000280,ovary,brenner_tumor,FALSE,primary,45,SNU-840 311Cas9_RepA_p6_batch2,2,18119
broad,ACH-001374,ovary,mixed_germ_cell,FALSE,metastasis,12,Pa-1-311cas9_RepA_p5_batch3,3,18119
sanger,ACH-000001,ovary,ovary_adenocarcinoma,FALSE,metastasis,60,OVR3_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000013,ovary,ovary_adenocarcinoma,FALSE,metastasis,60,ONCO-DG-1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000048,ovary,ovary_adenocarcinoma,FALSE,primary,42,TOV112D-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000048,ovary,ovary_adenocarcinoma,FALSE,primary,42,TOV112_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-000103,ovary,ovary_adenocarcinoma,FALSE,metastasis,45,Caov4_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000116,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,OAW28-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000123,ovary,ovary_adenocarcinoma,FALSE,primary,NA,COV434-311cas9 Rep A p6_batch3,3,18119
broad,ACH-000132,ovary,ovary_adenocarcinoma,FALSE,primary,45,JHOS-2-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000132,ovary,ovary_adenocarcinoma,FALSE,primary,45,JHOS2_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000237,ovary,ovary_adenocarcinoma,FALSE,primary,88,JHOM-1-311cas9 Rep A p6_batch2,2,18119
broad,ACH-000256,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,Cov318-311cas9_RepA_p4_batch2,2,18119
broad,ACH-000278,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,COV362-311Cas9 Rep A p4_batch2,2,18119
broad,ACH-000291,ovary,ovary_adenocarcinoma,FALSE,metastasis,64,OV90-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000291,ovary,ovary_adenocarcinoma,FALSE,metastasis,64,OV90_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000308,ovary,ovary_adenocarcinoma,FALSE,metastasis,56,EFO-21 311Cas9_RepA_p5_batch2,2,18119
sanger,ACH-000308,ovary,ovary_adenocarcinoma,FALSE,metastasis,56,EFO21_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000324,ovary,ovary_adenocarcinoma,FALSE,primary,NA,JHOC5-311cas9 Rep A p6_20150925_batch3,3,18119
sanger,ACH-000430,ovary,ovary_adenocarcinoma,FALSE,primary,NA,TYKnu_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000460,ovary,ovary_adenocarcinoma,FALSE,metastasis,55,SNU-8-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000520,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,59M-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000524,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,Kuramochi-311cas9 Rep A p3_batch3,3,18119
sanger,ACH-000524,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,KURAMO_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000527,ovary,ovary_adenocarcinoma,FALSE,metastasis,40,OVISE-311cas9 Rep A p6_batch2,2,18119
sanger,ACH-000527,ovary,ovary_adenocarcinoma,FALSE,metastasis,40,OVISE_c905R2,CRISPR_C6596666.sample,17660
broad,ACH-000542,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,Hey-A8-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000584,ovary,ovary_adenocarcinoma,FALSE,primary,44,JHOS-4-311cas9 Rep A p4_batch2,2,18119
sanger,ACH-000584,ovary,ovary_adenocarcinoma,FALSE,primary,44,JHOS4_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000608,ovary,ovary_adenocarcinoma,FALSE,primary,NA,COV644-311cas9 Rep A p4_batch2,2,18119
broad,ACH-000646,ovary,ovary_adenocarcinoma,FALSE,primary,51,OVMANA-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000657,ovary,ovary_adenocarcinoma,FALSE,primary,NA,A2780-311cas9 Rep A p6_batch2,2,18119
sanger,ACH-000657,ovary,ovary_adenocarcinoma,FALSE,primary,NA,A2780_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000663,ovary,ovary_adenocarcinoma,FALSE,metastasis,78,OVTOKO-311Cas9_RepA_p5_batch2,2,18119
broad,ACH-000688,ovary,ovary_adenocarcinoma,FALSE,primary,78,OV7-311cas9_RepA_p4_batch2,2,18119
broad,ACH-000696,ovary,ovary_adenocarcinoma,FALSE,primary,64,OVCAR8-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000696,ovary,ovary_adenocarcinoma,FALSE,primary,64,OVR8_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000701,ovary,ovary_adenocarcinoma,FALSE,primary,62,RMUG-S-311cas9 Rep B p4_batch2,2,18119
broad,ACH-000713,ovary,ovary_adenocarcinoma,FALSE,primary,54,Caov-3-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000719,ovary,ovary_adenocarcinoma,FALSE,metastasis,34,RMGI-311Cas9-RepA-P6_batch4,4,18119
sanger,ACH-000719,ovary,ovary_adenocarcinoma,FALSE,metastasis,34,RMGI_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000796,ovary,ovary_adenocarcinoma,FALSE,primary,NA,MCAS-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000796,ovary,ovary_adenocarcinoma,FALSE,primary,NA,MCAS_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000811,ovary,ovary_adenocarcinoma,FALSE,metastasis,64,SK-OV-3-311cas9 Rep A p5_batch2,2,18119
broad,ACH-000885,ovary,ovary_adenocarcinoma,FALSE,primary,62,TOV-21G-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000885,ovary,ovary_adenocarcinoma,FALSE,primary,62,TOV21G_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000906,ovary,ovary_adenocarcinoma,FALSE,primary,47,ES-2-311Cas9 Rep A p7_batch3,3,18119
sanger,ACH-000906,ovary,ovary_adenocarcinoma,FALSE,primary,47,ES2_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000936,ovary,ovary_adenocarcinoma,FALSE,metastasis,36,EFO-27-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000936,ovary,ovary_adenocarcinoma,FALSE,metastasis,36,EFO27_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-000947,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,OVK18-311cas9 Rep A p5_batch2,2,18119
sanger,ACH-000947,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,OVK18_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-000962,ovary,ovary_adenocarcinoma,FALSE,metastasis,39,OC314_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-000966,ovary,ovary_adenocarcinoma,FALSE,primary,47,IGROV1_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001048,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,Cov504-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-001063,ovary,ovary_adenocarcinoma,FALSE,primary,NA,DOV13_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001145,ovary,ovary_adenocarcinoma,FALSE,metastasis,60,OC316-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001151,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,OVCAR-5-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-001151,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,OVR5_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001370,ovary,ovary_adenocarcinoma,FALSE,primary,NA,OCI5X-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001403,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,TO14-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-001418,ovary,ovary_adenocarcinoma,FALSE,primary,56,UWB1289-311cas9-RepA-p5_batch3,3,18119
sanger,ACH-001418,ovary,ovary_adenocarcinoma,FALSE,primary,56,UWB12_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001628,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,PEA1-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001630,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,UACC62SKINCJ1-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-001630,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,PEO1_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-001632,ovary,ovary_adenocarcinoma,FALSE,metastasis,NA,PEO4_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001719,ovary,ovary_adenocarcinoma,FALSE,primary,NA,OCIC4P-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001991,ovary,ovary_adenocarcinoma,FALSE,primary,47,NZOV9-311Cas9-RepA-p6_batch4,4,18119
sanger,ACH-002140,ovary,ovary_adenocarcinoma,NA,NA,NA,Hey_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-002181,ovary,ovary_adenocarcinoma,NA,NA,NA,OV420_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-002183,ovary,ovary_adenocarcinoma,NA,NA,NA,OVMIU_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-002517,ovary,ovary_adenocarcinoma,FALSE,NA,NA,A2780A_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-002518,ovary,ovary_adenocarcinoma,FALSE,NA,NA,A2780c_c905R1,CRISPR_C6596666.sample,17660
sanger,ACH-000704,ovary,ovary_carcinoma,FALSE,metastasis,NA,OAW42_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001340,ovary,ovary_carcinoma,FALSE,metastasis,NA,COV413A-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-001278,ovary,SCCOHT,FALSE,metastasis,NA,BIN-67-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-001279,ovary,SCCOHT,NA,NA,NA,SCCOHT1-311cas9_RepA_p5_batch3,3,18119
broad,ACH-000022,pancreas,exocrine,FALSE,metastasis,64,PA-TU-8988S_PA-TU-8988T-311cas9_RepAB_p6_batch3,3,18119
sanger,ACH-000023,pancreas,exocrine,FALSE,metastasis,64,P8988T_c904R1,ERS717283.plasmid,17660
broad,ACH-000042,pancreas,exocrine,FALSE,primary,70,Panc.02.03-311cas9 Rep A p6_batch3,3,18119
sanger,ACH-000042,pancreas,exocrine,FALSE,primary,70,P0203_c904R2,ERS717283.plasmid,17660
broad,ACH-000060,pancreas,exocrine,TRUE,primary,56,PANC1005-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000060,pancreas,exocrine,TRUE,primary,56,P1005_c904R1,ERS717283.plasmid,17660
broad,ACH-000085,pancreas,exocrine,TRUE,primary,64,T3M-4-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000093,pancreas,exocrine,FALSE,primary,77,PANC0504-311cas9-RepA-p6_batch4,4,18119
sanger,ACH-000094,pancreas,exocrine,TRUE,metastasis,44,HPAFII_c904R1,ERS717283.plasmid,17660
broad,ACH-000108,pancreas,exocrine,TRUE,metastasis,75,KP-3-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000108,pancreas,exocrine,TRUE,metastasis,75,KP3_c904R1,ERS717283.plasmid,17660
broad,ACH-000114,pancreas,exocrine,FALSE,metastasis,57,SU8686-311Cas9-RepA-p6_batch3,3,18119
sanger,ACH-000114,pancreas,exocrine,FALSE,metastasis,57,SU8686_c904R1,ERS717283.plasmid,17660
broad,ACH-000118,pancreas,exocrine,TRUE,metastasis,66,HUP-T3-311cas9 Rep A p6_batch3,3,18119
sanger,ACH-000118,pancreas,exocrine,TRUE,metastasis,66,HuPT3_c904R1,ERS717283.plasmid,17660
broad,ACH-000138,pancreas,exocrine,TRUE,metastasis,26,CFPAC-1-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000139,pancreas,exocrine,FALSE,primary,65,P0327_c904R1,ERS717283.plasmid,17660
sanger,ACH-000155,pancreas,exocrine,TRUE,primary,56,SW1990_c904R1,ERS717283.plasmid,17660
broad,ACH-000164,pancreas,exocrine,TRUE,primary,NA,Panc1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000178,pancreas,exocrine,TRUE,metastasis,46,Hs766T-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000213,pancreas,exocrine,TRUE,metastasis,60,HuPT4_c904R1,ERS717283.plasmid,17660
broad,ACH-000222,pancreas,exocrine,FALSE,metastasis,62,ASPC-1-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000222,pancreas,exocrine,FALSE,metastasis,62,AsPC1_c904R1,ERS717283.plasmid,17660
broad,ACH-000235,pancreas,exocrine,TRUE,primary,70,Panc.04.03-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000235,pancreas,exocrine,TRUE,primary,70,P0403_c904R1,ERS717283.plasmid,17660
broad,ACH-000243,pancreas,exocrine,FALSE,NA,NA,DAN-G-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000243,pancreas,exocrine,FALSE,NA,NA,DANG_c904R1,ERS717283.plasmid,17660
broad,ACH-000265,pancreas,exocrine,TRUE,metastasis,50,KP4-311Cas9 Rep A p7_batch3,3,18119
sanger,ACH-000265,pancreas,exocrine,TRUE,metastasis,50,KP4_c904R1,ERS717283.plasmid,17660
broad,ACH-000266,pancreas,exocrine,TRUE,NA,65,SNU-213-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000281,pancreas,exocrine,FALSE,primary,65,KP-2-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000307,pancreas,exocrine,TRUE,metastasis,NA,PK-1_KLM-1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000320,pancreas,exocrine,TRUE,primary,NA,PSN-1-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000320,pancreas,exocrine,TRUE,primary,NA,PSN1_c904R1,ERS717283.plasmid,17660
broad,ACH-000332,pancreas,exocrine,TRUE,metastasis,43,YAPC-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000354,pancreas,exocrine,TRUE,metastasis,40,CAPAN1_c904R1,ERS717283.plasmid,17660
broad,ACH-000417,pancreas,exocrine,TRUE,primary,85,PANC0813-311Cas9-RepA-p6_batch4,4,18119
sanger,ACH-000417,pancreas,exocrine,TRUE,primary,85,P0813_c904R1,ERS717283.plasmid,17660
broad,ACH-000468,pancreas,exocrine,NA,primary,NA,PK-45H-311cas9 Rep A p6_batch3,3,18119
broad,ACH-000502,pancreas,exocrine,FALSE,metastasis,68,TCC-PAN2-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000517,pancreas,exocrine,TRUE,metastasis,53,SNU-410-311cas9 Rep A p5_batch3,3,18119
broad,ACH-000535,pancreas,exocrine,FALSE,primary,61,BXPC3-311Cas9-RepA-p6_batch3,3,18119
sanger,ACH-000535,pancreas,exocrine,FALSE,primary,61,BxPC3_c904R1,ERS717283.plasmid,17660
broad,ACH-000599,pancreas,exocrine,FALSE,primary,44,PATU8902-311Cas9-RepA-p6_batch3,3,18119
sanger,ACH-000599,pancreas,exocrine,FALSE,primary,44,P8902_c904R1,ERS717283.plasmid,17660
broad,ACH-000601,pancreas,exocrine,TRUE,primary,65,MIA Paca-2-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000601,pancreas,exocrine,TRUE,primary,65,MIAPac_c904R1,ERS717283.plasmid,17660
broad,ACH-000652,pancreas,exocrine,TRUE,metastasis,73,SUIT-2-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000652,pancreas,exocrine,TRUE,metastasis,73,SUIT2_c904R1,ERS717283.plasmid,17660
broad,ACH-000685,pancreas,exocrine,FALSE,metastasis,NA,L33-311Cas9-RepA-p6_batch3,3,18119
broad,ACH-001098,pancreas,exocrine,FALSE,NA,64,KCIMOH1-RepA-p6_batch4,4,18119
sanger,ACH-001107,pancreas,exocrine,TRUE,NA,69,KP1N_c904R1,ERS717283.plasmid,17660
broad,ACH-001353,pancreas,exocrine,TRUE,primary,46,JOPACA1-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001375,pancreas,exocrine,TRUE,primary,59,PACADD119-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001377,pancreas,exocrine,FALSE,primary,75,PACADD137-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001379,pancreas,exocrine,FALSE,metastasis,63,PACADD161--311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001380,pancreas,exocrine,TRUE,metastasis,54,PACADD165-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001382,pancreas,exocrine,FALSE,metastasis,68,PACADD188-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001999,pancreas,exocrine,NA,NA,NA,9505BIK-311cas9-RepA-p6_batch3,3,18119
broad,ACH-002039,pancreas,exocrine,NA,metastasis,NA,PK8-311cas9-RepA-p6_batch4,4,18119
sanger,ACH-002186,pancreas,exocrine,NA,NA,NA,PL4_c904R2,ERS717283.plasmid,17660
broad,ACH-000078,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,4,MHH-NB-11-311Cas9 Rep A p4_batch3,3,18119
broad,ACH-000099,peripheral_nervous_system,neuroblastoma,TRUE,NA,1.67,Sima-311cas9 Rep A p6_batch3,3,18119
broad,ACH-000120,peripheral_nervous_system,neuroblastoma,TRUE,NA,NA,CHP-212-311CAS9 Rep A p5_batch3,3,18119
sanger,ACH-000120,peripheral_nervous_system,neuroblastoma,TRUE,NA,NA,CHP212_c906R2,CRISPR_C6596666.sample,17660
sanger,ACH-000149,peripheral_nervous_system,neuroblastoma,FALSE,metastasis,4,SKNSH_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000227,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,2,KP-N-YN-311Cas9 Rep A p3_batch2,2,18119
sanger,ACH-000227,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,2,KPNYN_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000259,peripheral_nervous_system,neuroblastoma,FALSE,primary,NA,KELLY-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000260,peripheral_nervous_system,neuroblastoma,FALSE,metastasis,6,SK-N-AS-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000260,peripheral_nervous_system,neuroblastoma,FALSE,metastasis,6,SKNAS_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000310,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,1,IMR32-311cas9 Rep A p3_batch3,3,18119
broad,ACH-000312,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,2,SK-N-BE_2_-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000341,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,11,SK-N-FI-311Cas9 Rep A p3_batch2,2,18119
sanger,ACH-000341,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,11,SKNFI_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000366,peripheral_nervous_system,neuroblastoma,FALSE,metastasis,2,SK-N-DZ-311Cas9_RepA_p5_batch2,2,18119
sanger,ACH-000366,peripheral_nervous_system,neuroblastoma,FALSE,metastasis,2,SKNDZ_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000804,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,2,NB-1-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-001300,peripheral_nervous_system,neuroblastoma,FALSE,NA,1.5,CHLA15-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001301,peripheral_nervous_system,neuroblastoma,NA,NA,NA,COGN278-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001302,peripheral_nervous_system,neuroblastoma,NA,NA,NA,COGN-305-311cas9_RepA_p5_batch3,3,18119
broad,ACH-001303,peripheral_nervous_system,neuroblastoma,TRUE,NA,3,NB1643-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-001344,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,4,GIMEN-311cas9_RepB_p6_batch3,3,18119
broad,ACH-001354,peripheral_nervous_system,neuroblastoma,FALSE,primary,3,LAN2-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-001366,peripheral_nervous_system,neuroblastoma,TRUE,metastasis,1.5,NGP-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001548,peripheral_nervous_system,neuroblastoma,FALSE,metastasis,1.3,LS-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-001603,peripheral_nervous_system,neuroblastoma,TRUE,primary,1,NH12_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-001674,peripheral_nervous_system,neuroblastoma,TRUE,primary,NA,TGW-311Cas9-RepA-P6_batch4,4,18119
sanger,ACH-001674,peripheral_nervous_system,neuroblastoma,TRUE,primary,NA,TGW_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-002083,peripheral_nervous_system,neuroblastoma,TRUE,primary,1.5,NB69_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-002217,peripheral_nervous_system,neuroblastoma,NA,metastasis,NA,BE2M17_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-002261,peripheral_nervous_system,neuroblastoma,NA,NA,NA,KPNYS_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-002278,peripheral_nervous_system,neuroblastoma,NA,NA,NA,NB10_c906R2,CRISPR_C6596666.sample,17660
